County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
Clay	TX	10	11.1	9.2	-1111.1	961	1074
Cochran	TX	4	22.7		-1111.1	551	381
Coke	TX	4	14.8		-1111.1	325	607
Coleman	TX	7	20.6	12	15.5	1106	1595
Collin	TX	778	5.4	4	7.5	29125	6159
Collingsworth	TX	3	18.5		-1111.1	392	497
Colorado	TX	22	15.6	8.6	11.7	2564	2615
Comal	TX	171	9.9	5.9	9.3	5578	3462
Comanche	TX	15	18	4.8	14.7	1606	2009
Concho	TX	4	18.6		-1111.1	251	361
Cooke	TX	44	13.6	8.4	11.3	2506	1930
Coryell	TX	72	15.7	7.8	11.1	4850	1672
Cottle	TX	2	19.5		-1111.1	202	286
Crane	TX	5	11.8	7.6	-1111.1	587	372
Crockett	TX	1	15.1		-1111.1	543	397
Crosby	TX	7	22.8	5	-1111.1	1116	813
Culberson	TX	1	23.1		-1111.1	448	208
Dallam	TX	4	14.4	13.6	-1111.1	1068	553
Dallas	TX	2621	16.9	6.8	10.6	128098	42119
Dawson	TX	16	22.5	7.5	8.2	2117	1450
Deaf Smith	TX	12	17.7	8.8	9.4	3651	1563
Delta	TX	20	16.1	7.2	-1111.1	618	772
Denton	TX	624	8.3	5.3	8.8	24872	5750
DeWitt	TX	23	19	5.9	12.9	2295	2757
Dickens	TX	3	18.5		-1111.1	228	419
Dimmit	TX	8	28.3	6.5	-1111.1	1707	869
Donley	TX	4	16.4	19.9	-1111.1	407	577
Duval	TX	7	25.2	3.9	8.7	2041	1209
Eastland	TX	20	18.1	9.9	10.9	2223	2875
Ector	TX	139	19.3	6.4	11.2	6752	3110
Edwards	TX	1	22.8		-1111.1	248	190
Ellis	TX	142	10.9	5.8	11.8	5662	2694
El Paso	TX	712	25.7	4.1	7.5	42470	12662
Erath	TX	31	15.8	4.4	11.6	2248	1586
Falls	TX	23	21.6	8.3	11.8	2164	2385
Fannin	TX	37	15.4	5.6	14.5	1780	2116
Fayette	TX	24	12.5	5.3	13	2519	3054
Fisher	TX	5	14.3		-1111.1	409	596
Floyd	TX	7	20.5	10.6	-1111.1	1263	842
Foard	TX	2	15.6		-1111.1	191	226
Fort Bend	TX	530	8.4	4.6	9.5	16800	4795
Franklin	TX	36	13.7	7.1	-1111.1	928	1058
Freestone	TX	21	15	9.7	20.7	2047	2070
Frio	TX	14	27.8	6.4	-1111.1	2647	1171
Gaines	TX	10	18.9	5.1	-1111.1	2622	966
Galveston	TX	697	13.7	8.3	14.4	11571	6808
Garza	TX	6	19.5	4.8	-1111.1	678	573
Gillespie	TX	22	10.8	5	17.9	2196	2708
Glasscock	TX	1	10.4		-1111.1	171	55
Goliad	TX	8	15.2	5.9	18.1	743	684
Gonzales	TX	18	18.8	4.3	11.2	2827	2106
Gray	TX	23	15	8.9	16.1	2778	2792
Grayson	TX	125	13.5	7.2	14	4718	3705
Gregg	TX	422	16.4	6.8	18.4	5568	3556
Grimes	TX	32	16.8	6.1	17.4	3102	2294
Guadalupe	TX	145	12.1	6.1	10.4	5925	3210
Hale	TX	36	20.1	8	-1111.1	3230	1509
Hall	TX	4	22.4	3.8	-1111.1	579	610
Hamilton	TX	10	15.8	7.1	32.1	924	1433
Hansford	TX	6	13.7	3.9	-1111.1	833	566
Hardeman	TX	6	16.5	9.9	-1111.1	566	717
Hardin	TX	57	12.5	5.4	13.6	3160	2369
Harris	TX	2136	16.2	6	10.8	195600	62223
Harrison	TX	71	16.1	8.4	11.3	4029	3087
Hartley	TX	4	9.4	12.4	-1111.1	683	343
Haskell	TX	6	19.9	6.8	-1111.1	655	1015
Hays	TX	184	12.4	3.2	10.5	7602	2683
Hemphill	TX	4	9.6		-1111.1	414	343
Henderson	TX	92	16.6	7	17.3	4834	4505
Hidalgo	TX	432	31	4	5.2	46999	9118
Hill	TX	37	16.1	6.3	17.8	2385	2076
Hockley	TX	25	17.5	3.2	10.8	3502	2017
Hood	TX	114	11.1	5.9	14	2363	2356
Hopkins	TX	43	14.7	6.6	13.2	2287	1870
Houston	TX	19	21.4	5.7	15.8	2537	3155
Howard	TX	36	19.8	5.9	17	2215	1868
Hudspeth	TX	1	28.6		-1111.1	417	181
Hunt	TX	98	15.4	6.4	15.3	5436	3759
Hutchinson	TX	25	12.6	8.9	15.5	3249	2559
Irion	TX	2	10.6		-1111.1	138	125
Jack	TX	10	14.1	8.6	-1111.1	899	921
Jackson	TX	17	14.1	3.4	10.1	1954	1593
Jasper	TX	38	18.4	6.8	14.9	2500	2026
Jeff Davis	TX	1	14.6		-1111.1	173	191
Jefferson	TX	274	18.1	8.8	10.7	10114	7718
Jim Hogg	TX	4	22.5	7	-1111.1	784	496
Jim Wells	TX	47	22	5.1	6.3	3127	1756
Johnson	TX	201	10.9	6.2	12.5	5839	3211
Jones	TX	21	20.6	10.3	19.2	1836	2151
Karnes	TX	20	23.7	6.8	13.3	1773	1571
Kaufman	TX	113	11.5	5	16.3	5644	3490
Kendall	TX	43	9.2	2.9	19	2973	2130
Kenedy	TX	0	13.2		-1111.1	64	40
Kent	TX	1	9.4		-1111.1	62	155
Kerr	TX	42	13.7	6.7	13.1	2535	3122
Kimble	TX	4	17.1	10.5	-1111.1	514	586
King	TX	0	14.9		-1111.1	26	12
Kinney	TX	2	19.5		-1111.1	382	365
Kleberg	TX	35	22.8	5.5	8.3	2562	1143
Knox	TX	4	20.9		-1111.1	538	647
Lamar	TX	54	17.8	5.1	18.6	3323	2890
Lamb	TX	14	19.4	9.6	13.8	2295	1798
Lampasas	TX	28	13.8	9.8	18.3	2362	1802
La Salle	TX	4	26.9	6	-1111.1	920	522
Lavaca	TX	20	13.3	4.7	11.7	2350	2726
Lee	TX	26	12.3	4.7	8.5	2118	1498
Leon	TX	15	14.4	5.6	21.1	1772	1953
Liberty	TX	65	16.3	6.8	15.9	5284	3400
Limestone	TX	25	18	5.1	15.8	2823	3084
Lipscomb	TX	3	13.7		-1111.1	384	361
Live Oak	TX	11	17.8	5.6	15.3	1182	1038
Llano	TX	20	12.3	8	17.8	1348	2485
Loving	TX	0	13.4		-1111.1	2	5
Lubbock	TX	280	17.6	5.8	12.8	11838	6008
Lynn	TX	7	18.9	8.4	16.3	919	679
McCulloch	TX	7	20.6	6.9	12.1	1104	1300
McLennan	TX	216	18	8.2	9.5	9877	5923
McMullen	TX	1	13.4		-1111.1	53	84
Madison	TX	28	19.4	6.6	12.1	1491	1340
Marion	TX	29	21.2	7.6	12.5	1141	1435
Martin	TX	5	17.2	6.3	-1111.1	706	477
Mason	TX	4	14.2		-1111.1	330	559
Matagorda	TX	34	18.1	7.2	13.3	2768	1886
Maverick	TX	40	29.8	3.7	6.1	5148	1319
Medina	TX	32	16.2	5.8	9.2	2756	1565
Menard	TX	2	21.4		-1111.1	247	370
Midland	TX	135	15.4	6.5	12.6	5498	2805
Milam	TX	25	16.7	4.8	9.7	3412	2904
Mills	TX	7	16.2		22.3	471	750
Mitchell	TX	10	22	4.7	14.4	945	1200
Montague	TX	21	14.8	2.9	18.6	2283	3014
Montgomery	TX	362	10.4	6.4	15.8	14960	6517
Moore	TX	23	14	7.8	13.5	3951	1409
Morris	TX	51	17.1	4.7	19.9	1633	1805
Motley	TX	1	15.4		-1111.1	140	214
Nacogdoches	TX	64	19.9	7.7	10	4305	2668
Navarro	TX	48	17.2	7.9	15.2	3420	2617
Newton	TX	15	20.1	4.8	10.5	1623	1418
Nolan	TX	16	20.1	6.3	16.5	2294	1939
Nueces	TX	383	19.6	6	10.7	15100	7536
Ochiltree	TX	10	11.9	3.7	17.3	1470	792
Oldham	TX	1	13.2		-1111.1	238	188
Orange	TX	238	14.5	7.3	13.5	5498	4370
Palo Pinto	TX	29	16.3	9.9	18	1818	1713
Panola	TX	29	14.6	11.1	8.6	2774	2528
Parker	TX	114	11	5.4	13.5	5593	3711
Parmer	TX	11	14.6	14.3	14.1	1718	863
Pecos	TX	3	21	8.1	11.7	2202	1183
Polk	TX	44	16.8	7.2	17.7	2488	2755
Potter	TX	132	20.8	10.1	19.7	6516	3683
Presidio	TX	2	27.7	2.3	-1111.1	1429	459
Rains	TX	49	14.2	11.1	12.8	897	999
Randall	TX	120	8.5	8.8	14.6	6513	3701
Reagan	TX	3	12.7	1.9	-1111.1	574	288
Real	TX	4	20.6		-1111.1	326	389
Red River	TX	13	19	4.7	21.2	1682	2180
Reeves	TX	4	27.1	5.3	8.8	2118	1112
Refugio	TX	10	15.9	1.1	-1111.1	993	903
Roberts	TX	1	7.3		-1111.1	65	99
Robertson	TX	19	19.1	3.8	13.6	2360	2039
Rockwall	TX	489	6.8	5	13.9	3631	1509
Runnels	TX	10	18.3	8.2	14	1494	1521
Rusk	TX	52	15.3	8.4	13.4	2972	2705
Sabine	TX	21	16.4	13.6	14.6	1069	1683
San Augustine	TX	17	19.8	6.4	21.6	1042	1296
San Jacinto	TX	43	17.6	5.2	20.1	2313	2013
San Patricio	TX	100	17.9	6.8	10.1	5766	2686
San Saba	TX	5	18.3	3.4	-1111.1	631	790
Schleicher	TX	2	16.4		-1111.1	376	317
Scurry	TX	18	17.4	2.5	11.6	2224	1759
Shackelford	TX	3	12.9		-1111.1	345	465
Shelby	TX	33	18.5	10.1	10.2	3561	3211
Sherman	TX	3	13.1		-1111.1	400	281
Smith	TX	205	14.7	8.6	15.8	8300	5289
Somervell	TX	40	10.1	5	17.6	873	683
Starr	TX	50	36.2	4.9	5.8	7325	1340
Stephens	TX	11	19.1	6.9	11.4	1269	1188
Sterling	TX	1	12		-1111.1	148	111
Stonewall	TX	1	16.2		-1111.1	176	260
Sutton	TX	3	13.6	3.5	-1111.1	643	359
Swisher	TX	9	20.1	6.9	14.4	1268	877
Tarrant	TX	1877	12.9	7.5	9.8	80771	29109
Taylor	TX	137	16.3	8.4	10.4	6065	3555
Terrell	TX	0	18		-1111.1	95	132
Terry	TX	14	21.8	1.6	12.3	2036	1218
Throckmorton	TX	2	12.9		-1111.1	169	263
Titus	TX	72	16.4	5.5	15.1	2546	1338
Tom Green	TX	68	16.7	8	15.9	4738	3035
Travis	TX	898	13.9	5.8	12.9	43572	12200
Trinity	TX	21	17.8	12.6	19	1544	1892
Tyler	TX	22	17.5	13.1	12.1	2219	2448
Upshur	TX	64	15.9	7.3	15.4	2332	2101
Upton	TX	2	16.3		-1111.1	487	349
Uvalde	TX	17	23.4	4.7	7.7	2350	1174
Val Verde	TX	15	22.4	5.7	8.8	4568	1561
Van Zandt	TX	62	14	4.3	20.2	3053	2930
Victoria	TX	97	15.5	6.1	11.2	6733	3466
Walker	TX	80	19.4	6.2	13.8	3069	2139
Waller	TX	68	17.5	3.2	12.1	2466	1189
Ward	TX	12	17.1	7.1	10.4	1573	1073
Washington	TX	52	13.6	4.6	5.8	1956	1729
Webb	TX	67	27.1	5.3	6	17803	3046
Wharton	TX	38	15.6	5.3	10.3	3185	2056
Wheeler	TX	5	13.8	7.6	23.7	574	883
Wichita	TX	201	15.6	8.9	13.2	5643	3875
Wilbarger	TX	14	15.9	6.7	9.6	1995	1844
Willacy	TX	34	30.2	4	5.8	3972	1186
Williamson	TX	297	6.9	4.9	7.9	14947	3857
Wilson	TX	47	12	6.9	9	2171	1313
Winkler	TX	8	16.4	5	21.9	1120	762
Wise	TX	63	10.8	6.2	13.3	3392	2131
Wood	TX	63	15.2	8.4	14.8	2135	2603
Yoakum	TX	9	15.5	3.6	17.8	1256	566
Young	TX	20	16.4	6.4	17.2	2222	2563
Zapata	TX	13	27	5	10.5	2409	851
Zavala	TX	9	32.7	4.8	12.1	2125	922
Beaver	UT	2	10.1	7.4	17.3	1167	558
Box Elder	UT	8	8.4	3.3	15	3976	1441
Cache	UT	84	11.4	5.2	12.9	11237	2133
Carbon	UT	13	13.5	5.7	28	3107	1933
Daggett	UT	1	6.2		-1111.1	102	48
Davis	UT	881	7.4	3.4	13.6	15592	3524
Duchesne	UT	5	14.3	5.7	26.8	2717	995
Emery	UT	2	11.6	5.8	17.6	1695	706
Garfield	UT	1	10	9.7	-1111.1	679	392
Grand	UT	2	13.9	7.8	23.8	1152	631
Iron	UT	12	14.5	6.2	14.5	3841	888
Juab	UT	3	9.7	5.9	14.6	1640	590
Kane	UT	2	9	6.7	-1111.1	837	530
Millard	UT	2	11.7	6.9	24.7	1922	1038
Morgan	UT	13	4.7	4.4	16	1003	301
Piute	UT	2	13.8		-1111.1	188	169
Rich	UT	2	7.7		-1111.1	266	117
Salt Lake	UT	1286	9.8	5.3	15.9	54909	15734
San Juan	UT	2	22.6	4.7	13.5	2647	723
Sanpete	UT	15	13.5	5	14.6	3678	1547
Sevier	UT	10	11.8	6.6	21.4	3139	1547
Summit	UT	19	5.6	2.5	10.8	2405	472
Tooele	UT	7	7.7	5.1	13.6	4938	1139
Uintah	UT	6	12.4	5.5	20.4	2366	898
Utah	UT	222	11.2	5.7	11.3	31601	5094
Wasatch	UT	16	6.3	5.3	15.1	2863	836
Washington	UT	49	11.4	5.6	18.9	9546	3538
Wayne	UT	1	11.5		-1111.1	408	211
Weber	UT	366	9.9	5.6	17.9	12065	4158
Addison	VT	48	8.7	4.9	8.9	1848	1323
Bennington	VT	55	10	5.6	9	1784	1926
Caledonia	VT	47	11.3	4.6	11.2	1510	1416
Chittenden	VT	278	7.6	3.5	13.5	4915	2936
Essex	VT	10	12.3		24.6	565	601
Franklin	VT	75	9.5	8.5	10.3	2945	1860
Grand Isle	VT	93	7.2	8.5	-1111.1	1947	472
Lamoille	VT	53	8.8	5	10	2721	1676
Orange	VT	43	9.2	3.9	13.9	1284	1155
Orleans	VT	40	13.2	2.9	13.8	1393	1334
Rutland	VT	68	10.3	6.4	14.4	3126	3066
Washington	VT	86	8.4	5.2	13.3	3089	2469
Windham	VT	56	9.7	3.2	13.2	2180	2067
Windsor	VT	60	8.7	3.4	15.1	2385	2697
Accomack	VA	87	15.4	8.8	11.1	2265	2297
Albemarle	VA	126	7.6	7.1	10.6	5048	2936
Alleghany	VA	38	11.1	7.8	11.7	1863	2221
Amelia	VA	34	9.7	9.7	9.7	1379	1153
Amherst	VA	68	11.1	3.6	13.1	1653	1525
Appomattox	VA	42	12.4	9.2	11.9	1592	1390
Arlington	VA	7575	7.4	4.2	7.6	8541	3244
Augusta	VA	72	7.7	7	11.4	3430	2608
Bath	VA	9	8		-1111.1	443	635
Bedford	VA	87	8	4.4	14.4	2962	2331
Bland	VA	19	12.3	5.5	26	607	725
Botetourt	VA	59	6.3	10	15.6	1496	1187
Brunswick	VA	32	17.8	12.9	11.5	1816	2035
Buchanan	VA	49	21.6	7.2	25.4	1258	1474
Buckingham	VA	28	17.2	8.3	10.9	1346	1463
Campbell	VA	104	11.6	7.1	9.2	3107	2248
Caroline	VA	48	10	10.4	13.8	2898	2054
Carroll	VA	62	13.9	6.3	11.5	1431	1574
Charles City	VA	39	10.4	10.1	-1111.1	769	665
Charlotte	VA	26	16	4.6	10.5	1472	1677
Chesterfield	VA	679	6.7	6	11.3	10210	4643
Clarke	VA	80	6.7	2.8	15.5	1209	1246
Craig	VA	16	9.6	10.5	18.4	532	474
Culpeper	VA	112	9.2	4.6	17.7	2389	1573
Cumberland	VA	31	14.2	4.4	14.7	1010	910
Dickenson	VA	49	18.4	10	19.3	1684	1873
Dinwiddie	VA	50	10.4	4.6	20.5	2455	2143
Essex	VA	41	12.5	12.2	16.7	1089	1245
Fairfax	VA	2548	5.8	4.7	7.3	43498	12822
Fauquier	VA	100	5.8	4	11	3504	2086
Floyd	VA	38	11.4	4.6	11.8	1446	1431
Fluvanna	VA	86	6.5	3.7	11	2342	1418
Franklin	VA	73	11.5	8.3	15.2	2637	2158
Frederick	VA	167	6.7	4.3	11.5	3935	2072
Giles	VA	48	10.8	9.3	19	2006	2050
Gloucester	VA	174	9	8.1	11.6	1979	1513
Goochland	VA	68	7.2	7.4	9.5	1785	1381
Grayson	VA	37	14.9	6.6	15.9	1698	2047
Greene	VA	111	8	5.4	12.3	2259	1020
Greensville	VA	38	16.2	9.9	10.8	1118	948
Halifax	VA	44	16.3	8.1	13.1	2215	2396
Hanover	VA	206	5.3	3.5	10.9	5409	3192
Henrico	VA	1179	7.9	8	11.9	11013	6989
Henry	VA	148	13.5	8.5	19	3190	2964
Highland	VA	6	11.7		-1111.1	159	348
Isle of Wight	VA	106	9.3	5.2	14.4	1719	1385
James City	VA	402	7.2	6.9	7	2475	1918
King and Queen	VA	21	11.6	1.6	15.2	735	765
King George	VA	115	7	7.8	17.7	2425	1180
King William	VA	53	7.1	9.9	7.7	1786	1190
Lancaster	VA	87	13.3	6.2	10.8	1065	2046
Lee	VA	54	21.4	7.9	18.6	2565	3037
Loudoun	VA	492	3.7	4.2	10.2	12465	2212
Louisa	VA	60	10.2	6.8	17.8	3120	2454
Lunenburg	VA	31	17.2	14.3	13.8	1161	1459
Madison	VA	42	9.4	7.8	13.4	1305	1232
Mathews	VA	107	8.7	7.3	10.5	758	1337
Mecklenburg	VA	52	15.3	9	12.7	1785	2056
Middlesex	VA	81	11.5	4.6	11.8	734	1384
Montgomery	VA	217	15.1	5.2	8.1	4043	2569
Nelson	VA	32	11.2	5.6	17.7	1578	1646
New Kent	VA	77	5.6	9	20.7	1472	952
Northampton	VA	65	18	9	7.2	1606	1988
Northumberland	VA	67	12.2	9.6	12.5	1052	1724
Nottoway	VA	49	17.2	13.7	13.2	1780	2176
Orange	VA	89	8.6	7.2	14.7	3065	2802
Page	VA	77	11.9	8.5	12.6	2597	2431
Patrick	VA	40	14.1	6.6	21	1836	2113
Pittsylvania	VA	64	12.4	8	16.9	3620	3040
Powhatan	VA	102	5.9	5.7	11	2522	1309
Prince Edward	VA	58	18.3	14.6	8.2	2130	2151
Prince George	VA	138	9.3	8.9	12.2	1905	832
Prince William	VA	1032	6.1	6.8	7.8	17032	3553
Pulaski	VA	109	13	7.1	18.9	1831	2062
Rappahannock	VA	27	7.4	5.6	13.5	772	658
Richmond	VA	48	15.5	6.9	16.5	793	1143
Roanoke	VA	351	6.9	6.2	13.2	4650	4325
Rockbridge	VA	35	9.8	3.8	13.7	1955	1919
Rockingham	VA	84	9	6	9.2	4360	2824
Russell	VA	61	16.7	4.5	21.3	1544	1636
Scott	VA	43	15.3	9.3	27.2	2371	3023
Shenandoah	VA	77	8.9	3.8	17.1	2095	1975
Smyth	VA	72	14.8	6.3	14.4	1752	2012
Southampton	VA	29	13.9	7	11.2	1755	1782
Spotsylvania	VA	291	6	6	11.7	7122	2885
Stafford	VA	436	5	5	9.2	7144	2195
Surry	VA	25	10.9	11.1	-1111.1	717	713
Sussex	VA	25	17	6.6	15.2	1191	1382
Tazewell	VA	86	15.5	9.4	20.2	2329	2747
Warren	VA	166	9.6	5.4	12.9	2215	1494
Washington	VA	93	12.2	4.7	15.3	2741	2693
Westmoreland	VA	75	13.8	12.7	12.4	1854	2131
Wise	VA	104	19.4	8.1	21.5	2477	2350
Wythe	VA	61	12.7	4.8	18.4	1651	1723
York	VA	585	5	6.3	7.9	3178	1632
Alexandria City	VA	8915	8.8	5.9	8.5	7852	2432
Bedford City	VA	901	15.8	6.7	18.9	796	1203
Bristol City	VA	1344	16.4	4.8	17.3	1648	2551
Buena Vista City	VA	942	11.6	8.9	-1111.1	770	857
Charlottesville City	VA	3941	17.8	7.4	11.6	2553	1737
Chesapeake City	VA	643	9.1	11.5	7.9	8349	4221
Colonial Heights City	VA	2349	7.4	6.7	13.8	2847	2044
Covington City	VA	1094	12.7	6.6	-1111.1	834	1031
Danville City	VA	1072	19.3	10.1	19.3	2861	3768
Emporia City	VA	811	16.4	13.6	-1111.1	735	1109
Fairfax City	VA	3481	5.5	6.7	13.2	3271	2080
Falls Church City	VA	5418	3	5.4	9.4	1866	790
Franklin City	VA	1029	17.3	9.8	11.3	1154	1332
Fredericksburg City	VA	1971	14.1	9.1	15.1	3936	2179
Galax City	VA	811	17.9	5.3	19.5	1023	1212
Hampton City	VA	2811	13.1	11.6	8.5	5611	3410
Harrisonburg City	VA	2303	17.9	5.9	10.4	2382	1298
Hopewell City	VA	2216	16.4	10.5	14.4	3525	2654
Lexington City	VA	2721	16.1		-1111.1	558	767
Lynchburg City	VA	1356	17.5	9.2	11	4221	4057
Manassas City	VA	3783	7.5	4.5	-1111.1	3593	959
Manassas Park City	VA	4667	6.5	6.3	-1111.1	1915	347
Martinsville City	VA	1362	17.9	2.4	19.9	1907	2598
Newport News City	VA	2634	14	11.7	10.1	9587	4220
Norfolk City	VA	4317	19.8	11	12.6	12143	6226
Norton City	VA	488	18.1		-1111.1	426	506
Petersburg City	VA	1425	18.5	12.6	9.1	2706	2471
Poquoson City	VA	761	4.8	6.5	12.8	1267	986
Portsmouth City	VA	3021	16.5	14.2	13.4	4726	3254
Radford City	VA	1484	18.5	6.8	19.1	1317	1023
Richmond City	VA	3226	20.2	14.8	11.5	9287	6989
Roanoke City	VA	2160	16.9	10.5	16.1	6456	6277
Salem City	VA	1690	8.4	7.6	11.2	2528	3045
Staunton City	VA	1184	13.1	6.6	14.5	2527	2964
Suffolk City	VA	197	11.4	10.3	9.5	5061	3196
Virginia Beach City	VA	1766	8	7.1	9.8	18786	7655
Waynesboro City	VA	1385	13.1	8.1	19.7	2731	2330
Williamsburg City	VA	1376	17.5	11.2	16.4	1192	1288
Winchester City	VA	2692	12	8	15.8	3336	2628
Adams	WA	9	15.8	7.9	7.6	3202	1095
Asotin	WA	33	14.5	7.7	18	2593	2132
Benton	WA	93	10.1	5.8	12.8	6573	3058
Chelan	WA	24	12.6	5.1	9.9	4735	2858
Clallam	WA	40	11.9	4.6	18	3045	3968
Clark	WA	643	10.5	5.4	13.8	15927	7314
Columbia	WA	5	11.9		-1111.1	406	519
Cowlitz	WA	85	13.7	7.3	14.8	6183	4646
Douglas	WA	19	11.9	2.3	12.9	2202	1229
Ferry	WA	3	16.6	8.9	19.8	758	615
Franklin	WA	51	15.3	5.6	8.7	5848	1470
Garfield	WA	3	11.3		-1111.1	194	304
Grant	WA	30	15.8	4.7	9.7	6951	2731
Grays Harbor	WA	37	15	5.5	18.1	4015	3947
Island	WA	380	8.3	4.7	10	4636	2797
Jefferson	WA	16	11	4.8	9.7	1046	1392
King	WA	844	9.4	4.9	10.6	66179	34777
Kitsap	WA	608	9.2	6.4	11.5	8916	5391
Kittitas	WA	16	13.4	7.1	10	1826	1245
Klickitat	WA	11	14.5	4.3	19.4	2328	1617
Lewis	WA	30	13.5	6.8	19.1	4431	3801
Lincoln	WA	4	11.5	5.4	13.4	1028	1110
Mason	WA	57	11.9	5.9	14.2	2713	2546
Okanogan	WA	8	18.7	4.3	15.8	2552	1853
Pacific	WA	23	13.7	6.7	20	2010	2820
Pend Oreille	WA	9	15	10.7	18	1253	1110
Pierce	WA	449	10.7	7.1	13.4	30093	16354
San Juan	WA	87	8.5	2.3	11.1	993	1072
Skagit	WA	65	11.5	5.5	16.6	6912	4874
Skamania	WA	6	10.9	5.7	17.3	965	669
Snohomish	WA	314	9.4	5.3	12.3	25627	12237
Spokane	WA	250	12.8	6.4	14.5	16475	11061
Stevens	WA	17	14.6	4	15	2228	1834
Thurston	WA	315	9	6	13.2	7650	4959
Wahkiakum	WA	15	8.9		23.6	325	479
Walla Walla	WA	45	14	4.9	16	3465	2663
Whatcom	WA	87	13	3.9	15.5	5935	3844
Whitman	WA	19	15.8	5.9	11.5	2036	1126
Yakima	WA	54	17.9	6.7	12.6	12363	5306
Barbour	WV	46	19.4	8.1	15.2	1651	1909
Berkeley	WV	291	11.6	9.7	13.8	5438	3329
Boone	WV	51	18.4	6.6	11.3	1672	1505
Braxton	WV	29	19.9	7.4	12.4	1504	1655
Brooke	WV	276	11.7	4.3	15.3	1168	1618
Cabell	WV	334	17.6	7.5	11.8	5832	5949
Calhoun	WV	26	21.5	7	14.8	792	936
Clay	WV	30	22.5	6.8	15.1	1312	1188
Doddridge	WV	23	18.1	2.9	14.9	760	832
Fayette	WV	71	20.2	6	12.4	2848	3094
Gilmer	WV	20	19.6	6.7	18.5	667	839
Grant	WV	24	14.4	10.1	18.5	1312	1146
Greenbrier	WV	34	16.1	6.4	14.9	1864	2206
Hampshire	WV	34	14.1	5.1	13.9	2186	1941
Hancock	WV	379	10.8	8	12.9	1749	2115
Hardy	WV	23	12.9	5.4	16.7	1435	1351
Harrison	WV	164	16.7	7.8	12.4	3994	4446
Jackson	WV	61	14.9	7.4	18.9	1626	1552
Jefferson	WV	235	9.3	5.5	12.8	2884	1919
Kanawha	WV	214	15.2	7.7	15	7109	7532
Lewis	WV	45	16.9	9.4	21.4	1915	2236
Lincoln	WV	51	21.4	14.8	14.8	2775	2450
Logan	WV	80	21	10.8	12.8	2318	2454
McDowell	WV	45	32.4	11.7	18.1	1536	1981
Marion	WV	182	16.2	7.9	10	3033	3736
Marshall	WV	112	14.9	7.9	15.4	1768	1942
Mason	WV	60	17.2	5.5	16.6	1461	1508
Mercer	WV	146	18.8	7.7	18.5	3743	4157
Mineral	WV	82	13.9	10.8	16.1	1480	1517
Mingo	WV	64	24.7	8.9	13.9	1916	1665
Monongalia	WV	234	15.3	5.3	12.7	4349	3188
Monroe	WV	29	14.8	9.3	9.3	1342	1445
Morgan	WV	70	11.3	8.2	19.3	1460	1619
Nicholas	WV	41	19.2	7.3	15.6	1374	1500
Ohio	WV	425	14.6	9.5	11.9	2425	3113
Pendleton	WV	11	12.5	3.8	12.9	891	921
Pleasants	WV	56	12.2	4.1	14.2	835	845
Pocahontas	WV	9	15.7	12.2	22.6	932	1135
Preston	WV	46	16.1	10.6	11.5	1516	1717
Putnam	WV	157	9.7	7.4	14.9	3104	2241
Raleigh	WV	130	18	6.6	17.9	4368	4673
Randolph	WV	27	17.4	10	15.9	1607	1741
Ritchie	WV	23	16.1	10	11.6	1118	1355
Roane	WV	32	19.9	4.7	13.8	1657	1801
Summers	WV	38	22.4	13.2	18.8	1187	1840
Taylor	WV	94	17.2	13.2	12.7	1588	1900
Tucker	WV	17	14.8	3.3	-1111.1	670	891
Tyler	WV	36	15.5	8.2	13.3	952	1182
Upshur	WV	67	18.8	8.5	12.2	2613	2611
Wayne	WV	83	17.3	6.9	11.6	2477	2308
Webster	WV	18	24.1	8.1	15.3	973	1185
Wetzel	WV	48	16.4	8.8	15.4	2037	2190
Wirt	WV	25	16.7	5.5	-1111.1	603	545
Wood	WV	237	14	6.8	11.3	5036	5063
Wyoming	WV	49	21.6	8.4	11.1	1432	1443
Adams	WI	32	11	9.3	18.2	1674	2104
Ashland	WI	16	12	5.8	8.4	2110	1977
Barron	WI	53	9.2	4	12.8	2503	2383
Bayfield	WI	10	9.6	7.9	14.2	1412	1571
Brown	WI	452	8.1	6	11.5	9881	4745
Buffalo	WI	20	7.9	3.6	11.4	1539	1380
Burnett	WI	20	9.3	7.4	19	1482	1895
Calumet	WI	138	4.8	3.5	7.8	2822	1242
Chippewa	WI	59	9	5.9	13.7	3413	2642
Clark	WI	28	10.1	5.8	10	2567	1610
Columbia	WI	72	6.2	7.6	14.9	3158	2613
Crawford	WI	30	10.1	6.2	11.7	1973	1802
Dane	WI	381	7.9	5	11.2	16832	8008
Dodge	WI	100	6.7	4.4	9.2	4821	4356
Door	WI	59	7.1	6.4	17.5	1253	1564
Douglas	WI	34	11.3	6.1	12	2474	2281
Dunn	WI	49	9.4	4.3	9.7	2324	1399
Eau Claire	WI	148	9.6	3.8	12.5	5563	3466
Florence	WI	10	8.4		-1111.1	426	540
Fond du Lac	WI	137	6.9	6.2	13	5786	4491
Forest	WI	10	10	7.1	16	1115	1123
Grant	WI	43	9.5	5.2	8.1	2697	2495
Green	WI	60	6.7	4.6	9.3	1970	1635
Green Lake	WI	54	7.8	4.1	12.2	2168	2380
Iowa	WI	31	7.1	4.3	15.8	2834	1932
